Time (America/Los_Angeles),Unit #29 (12B5).Batt Power Charge Limit EMS (BattPChLmtEMS),Unit #29 (12B5).Batt Power Charge Limit (BattPChLmt),Unit #29 (12B5).Batt Power Discharge Limit EMS (BattPDisLmtEMS),Unit #29 (12B5).Batt Power Discharge Limit (BattPDisLmt),Unit #29 (12B5).Battery Pack Power (BattP),Unit #29 (12B5).DC kW (DCkW),Unit #29 (12B5).Max Cell Voltage (CellVMax),Unit #29 (12B5).PCS Command (PcsCmd),Unit #29 (12B5).State of Charge (SoC),Unit #29 (12B5).kW Cmd Received (kWin),Unit #29 (12B5).kW Measured (kW)
2025-12-03T09:44:00,-4200,-3750,4200,3630,-2722.48,,3.526,,99,-2820,-2828
2025-12-03T09:44:02,-4200,-3750,4200,3630,-2722.48,,3.526,,99,-2820,-2823
2025-12-03T09:44:04,-4200,-3750,4200,3630,-2722.71,,3.527,,99,-2820,-2825
2025-12-03T09:44:06,-4200,-3750,4200,3630,-2722.71,,3.527,,99,-2820,-2826
2025-12-03T09:44:08,-4200,-3750,4200,3630,-2722.71,,3.527,,99,-2820,-2826
2025-12-03T09:44:10,-4200,-3750,4200,3630,-2722.71,,3.527,,99,-2820,-2826
2025-12-03T09:44:12,-4200,-3750,4200,3630,-2724.12,,3.527,,99,-2820,-2827
2025-12-03T09:44:14,-4200,-3750,4200,3630,-2721.75,,3.528,,99,-2820,-2826
2025-12-03T09:44:16,-4200,-3750,4200,3630,-2721.75,,3.528,,99,-2820,-2825
2025-12-03T09:44:18,-4200,-3750,4200,3630,-2721.75,,3.528,,99,-2820,-2822
2025-12-03T09:44:20,-4200,-3750,4200,3630,-2722.94,,3.528,,99,-2820,-2823
2025-12-03T09:44:22,-4200,-3750,4200,3630,-2721.98,,3.529,,99,-2820,-2822
2025-12-03T09:44:24,-4200,-3750,4200,3630,-2721.98,,3.529,,99,-2820,-2823
2025-12-03T09:44:26,-4200,-3750,4200,3630,-2720.8,,3.529,,99,-2820,-2822
2025-12-03T09:44:28,-4200,-3750,4200,3630,-2721.98,,3.529,,99,-2820,-2823
2025-12-03T09:44:30,-4200,-3750,4200,3630,-2720.8,,3.529,,99,-2820,-2824
2025-12-03T09:44:32,-4200,-3750,4200,3630,-2721.03,,3.529,,99,-2820,-2824
2025-12-03T09:44:34,-4200,-3750,4200,3630,-2721.03,,3.529,,99,-2820,-2822
2025-12-03T09:44:36,-4200,-3750,4200,3630,-2721.03,,3.53,,99,-2820,-2822
2025-12-03T09:44:38,-4200,-3750,4200,3630,-2721.03,,3.529,,99,-2820,-2824
2025-12-03T09:44:40,-4200,-3750,4200,3630,-2721.26,,3.53,,99,-2820,-2826
2025-12-03T09:44:42,-4200,-3750,4200,3630,-2721.26,,3.53,,99,-2820,-2826
2025-12-03T09:44:44,-4200,-3750,4200,3630,-2721.26,,3.53,,99,-2820,-2826
2025-12-03T09:44:46,-4200,-3750,4200,3630,-2721.26,,3.531,,99,-2820,-2828
2025-12-03T09:44:48,-4200,-3750,4200,3630,-2722.67,,3.531,,99,-2820,-2828
2025-12-03T09:44:50,-4200,-3750,4200,3630,-2721.49,,3.531,,99,-2820,-2828
2025-12-03T09:44:52,-4200,-3750,4200,3630,-2722.67,,3.531,,99,-2820,-2827
2025-12-03T09:44:54,-4200,-3750,4200,3630,-2720.3,,3.531,,99,-2820,-2827
2025-12-03T09:44:56,-4200,-3750,4200,3630,-2721.72,,3.532,,99,-2820,-2829
2025-12-03T09:44:58,-4200,-3750,4200,3630,-2724.09,,3.532,,99,-2820,-2828
2025-12-03T09:45:00,-4200,-3750,4200,3630,-2721.72,,3.532,,99,-2820,-2827
2025-12-03T09:45:02,-4200,-3750,4200,3630,-2722.9,,3.532,,99,-2820,-2828
2025-12-03T09:45:04,-4200,-3750,4200,3630,-2721.95,,3.533,,99,-2820,-2827
2025-12-03T09:45:06,-4200,-3750,4200,3630,-2723.13,,3.533,,99,-2820,-2826
2025-12-03T09:45:08,-4200,-3750,4200,3630,-2723.13,,3.533,,99,-2820,-2823
2025-12-03T09:45:10,-4200,-3750,4200,3630,-2721.95,,3.533,,99,-2820,-2826
2025-12-03T09:45:12,-4200,-3750,4200,3630,-2720.99,,3.533,,99,-2820,-2824
2025-12-03T09:45:14,-4200,-3750,4200,3630,-2722.17,,3.533,,99,-2820,-2825
2025-12-03T09:45:16,-4200,-3750,4200,3630,-2723.36,,3.534,,99,-2820,-2822
2025-12-03T09:45:18,-4200,-3750,4200,3630,-2723.36,,3.534,,99,-2820,-2824
2025-12-03T09:45:20,-4200,-3750,4200,3630,-2722.4,,3.534,,99,-2820,-2823
2025-12-03T09:45:22,-4200,-3750,4200,3630,-2722.4,,3.534,,99,-2820,-2822
2025-12-03T09:45:24,-4200,-3750,4200,3630,-2722.4,,3.535,,99,-2820,-2822
2025-12-03T09:45:26,-4200,-3750,4200,3630,-2722.4,,3.535,,99,-2820,-2822
2025-12-03T09:45:28,-4200,-3750,4200,3630,-2722.63,,3.535,,99,-2820,-2822
2025-12-03T09:45:30,-4200,-3750,4200,3630,-2722.63,,3.536,,99,-2820,-2823
2025-12-03T09:45:32,-4200,-3750,4200,3630,-2722.63,,3.536,,99,-2820,-2826
2025-12-03T09:45:34,-4200,-3750,4200,3630,-2722.63,,3.536,,99,-2820,-2824
2025-12-03T09:45:36,-4200,-3750,4200,3630,-2724.05,,3.536,,99,-2820,-2826
2025-12-03T09:45:38,-4200,-3750,4200,3630,-2722.86,,3.536,,99,-2820,-2827
2025-12-03T09:45:40,-4200,-3750,4200,3630,-2722.86,,3.536,,99,-2820,-2828
2025-12-03T09:45:42,-4200,-3750,4200,3630,-2722.86,,3.536,,99,-2820,-2828
2025-12-03T09:45:44,-4200,-3750,4200,3630,-2723.09,,3.537,,99,-2820,-2829
2025-12-03T09:45:46,-4200,-3750,4200,3630,-2723.09,,3.537,,99,-2820,-2827
2025-12-03T09:45:48,-4200,-3750,4200,3630,-2721.91,,3.537,,99,-2820,-2827
2025-12-03T09:45:50,-4200,-3750,4200,3630,-2723.09,,3.537,,99,-2820,-2828
2025-12-03T09:45:52,-4200,-3750,4200,3630,-2723.09,,3.538,,99,-2820,-2827
2025-12-03T09:45:54,-4200,-3321,4200,3201,-2723.32,,3.538,,99,-2820,-2901
2025-12-03T09:45:56,-4200,-3341,4200,3221,-3134.99,,3.538,,99,-2820,-3109
2025-12-03T09:45:58,-4200,-3333,4200,3213,-2723.55,,3.539,,99,-2820,-2990
2025-12-03T09:46:00,-4200,-3270,4200,3150,-3121.95,,3.539,,99,-2820,-3151
2025-12-03T09:46:02,-4200,-3334,4200,3214,-2892.17,,3.54,,99,-2820,-3079
2025-12-03T09:46:04,-4200,-3296,4200,3176,-3119.84,,3.54,,99,-2820,-3201
2025-12-03T09:46:06,-4200,-3249,4200,3129,-3083.34,,3.54,,99,-2820,-3186
2025-12-03T09:46:08,-4200,-3238,4200,3118,-3063.18,,3.54,,99,-2820,-3174
2025-12-03T09:46:10,-4200,-3238,4200,3118,-3052.76,,3.54,,99,-2820,-3169
2025-12-03T09:46:12,-4200,-3238,4200,3118,-3052.76,,3.541,,99,-2820,-3168
2025-12-03T09:46:14,-4200,-3238,4200,3118,-3052.76,,3.541,,99,-2820,-3166
2025-12-03T09:46:16,-4200,-3227,4200,3107,-3051.84,,3.542,,99,-2820,-3153
2025-12-03T09:46:18,-4200,-3215,4200,3095,-3030.49,,3.542,,99,-2820,-3143
2025-12-03T09:46:20,-4200,-3215,4200,3095,-3030.74,,3.542,,99,-2820,-3144
2025-12-03T09:46:22,-4200,-3215,4200,3095,-3030.74,,3.543,,99,-2820,-3143
2025-12-03T09:46:24,-4200,-3215,4200,3095,-3031.93,,3.543,,99,-2820,-3145
2025-12-03T09:46:26,-4200,-3216,4200,3096,-3031.0,,3.543,,99,-2820,-3145
2025-12-03T09:46:28,-4200,-3216,4200,3096,-3031.0,,3.543,,99,-2820,-3140
2025-12-03T09:46:30,-4200,-3204,4200,3084,-3019.13,,3.544,,99,-2820,-3136
2025-12-03T09:46:32,-4200,-3204,4200,3084,-3020.57,,3.544,,99,-2820,-3132
2025-12-03T09:46:34,-4200,-3204,4200,3084,-3020.57,,3.544,,99,-2820,-3132
2025-12-03T09:46:36,-4200,-3193,4200,3073,-3022.02,,3.544,,99,-2820,-3134
2025-12-03T09:46:38,-4200,-3205,4200,3085,-3031.51,,3.545,,99,-2820,-3139
2025-12-03T09:46:40,-4200,-3193,4200,3073,-3018.71,,3.545,,99,-2820,-3136
2025-12-03T09:46:42,-4200,-3205,4200,3085,-3031.76,,3.545,,99,-2820,-3140
2025-12-03T09:46:44,-4200,-3193,4200,3073,-3019.9,,3.546,,99,-2820,-3135
2025-12-03T09:46:46,-4200,-3205,4200,3085,-3032.02,,3.546,,99,-2820,-3136
2025-12-03T09:46:48,-4200,-3193,4200,3073,-3020.15,,3.546,,99,-2820,-3138
2025-12-03T09:46:50,-4200,-3205,4200,3085,-3030.83,,3.547,,99,-2820,-3139
2025-12-03T09:46:52,-4200,-3194,4200,3074,-3020.41,,3.547,,99,-2820,-3137
2025-12-03T09:46:54,-4200,-3206,4200,3086,-3032.27,,3.547,,99,-2820,-3139
2025-12-03T09:46:56,-4200,-3170,4200,3050,-3020.41,,3.547,,99,-2820,-3135
2025-12-03T09:46:58,-4200,-3158,4200,3038,-3008.79,,3.548,,99,-2820,-3127
2025-12-03T09:47:00,-4200,-3170,4200,3050,-3023.29,,3.548,,99,-2820,-3128
2025-12-03T09:47:02,-4200,-3158,4200,3038,-3010.23,,3.549,,99,-2820,-3122
2025-12-03T09:47:04,-4200,-3171,4200,3051,-3022.36,,3.549,,99,-2820,-3127
2025-12-03T09:47:06,-4200,-3159,4200,3039,-3010.49,,3.549,,99,-2820,-3124
2025-12-03T09:47:08,-4200,-3171,4200,3051,-3021.42,,3.55,,99,-2820,-3131
2025-12-03T09:47:10,-4200,-3159,4200,3039,-3011.93,,3.55,,99,-2820,-3124
2025-12-03T09:47:12,-4200,-3171,4200,3051,-3021.42,,3.55,,99,-2820,-3129
2025-12-03T09:47:14,-4158,-3159,4200,3039,-3009.81,,3.551,,99,-2820,-3128
2025-12-03T09:47:16,-4158,-3159,4200,3039,-3021.68,,3.551,,99,-2820,-3133
2025-12-03T09:47:18,-4158,-3159,4200,3039,-3021.93,,3.551,,99,-2820,-3136
2025-12-03T09:47:20,-4116,-3159,4200,3039,-3021.93,,3.552,,99,-2820,-3137
2025-12-03T09:47:22,-4116,-3160,4200,3040,-3022.19,,3.552,,99,-2820,-3137
2025-12-03T09:47:24,-4116,-3160,4200,3040,-3022.19,,3.552,,99,-2820,-3139
2025-12-03T09:47:26,-4074,-3160,4200,3040,-3022.44,,3.553,,99,-2820,-3135
2025-12-03T09:47:28,-4074,-3160,4200,3040,-3022.44,,3.553,,99,-2820,-3135
2025-12-03T09:47:30,-4074,-3160,4200,3040,-3022.7,,3.553,,99,-2820,-3136
2025-12-03T09:47:32,-4032,-3160,4200,3040,-3023.88,,3.554,,99,-2820,-3135
2025-12-03T09:47:34,-4032,-3160,4200,3040,-3022.7,,3.554,,99,-2820,-3135
2025-12-03T09:47:36,-4032,-3160,4200,3040,-3022.95,,3.554,,99,-2820,-3138
2025-12-03T09:47:38,-3990,-3148,4200,3028,-3020.58,,3.555,,99,-2820,-3135
2025-12-03T09:47:40,-3990,-3149,4200,3029,-3012.51,,3.555,,99,-2820,-3128
2025-12-03T09:47:42,-3990,-3149,4200,3029,-3012.51,,3.555,,99,-2820,-3127
2025-12-03T09:47:44,-3948,-3149,4200,3029,-3011.33,,3.556,,99,-2820,-3125
2025-12-03T09:47:46,-3948,-3137,4200,3017,-3012.77,,3.556,,99,-2820,-3123
2025-12-03T09:47:48,-3948,-3137,4200,3017,-3011.58,,3.556,,99,-2820,-3123
2025-12-03T09:47:50,-3906,-3149,4200,3029,-3022.27,,3.557,,99,-2820,-3130
2025-12-03T09:47:52,-3906,-3137,4200,3017,-3013.02,,3.557,,99,-2820,-3122
2025-12-03T09:47:54,-3906,-3149,4200,3029,-3022.53,,3.557,,99,-2820,-3135
2025-12-03T09:47:56,-3864,-3137,4200,3017,-3012.09,,3.558,,99,-2820,-3126
2025-12-03T09:47:58,-3864,-3149,4200,3029,-3022.78,,3.558,,99,-2820,-3135
2025-12-03T09:48:00,-3864,-3137,4200,3017,-3012.34,,3.558,,99,-2820,-3124
2025-12-03T09:48:02,-3864,-3149,4200,3029,-3023.04,,3.558,,99,-2820,-3133
2025-12-03T09:48:04,-3822,-3138,4200,3018,-3012.59,,3.559,,99,-2820,-3125
2025-12-03T09:48:06,-3822,-3150,4200,3030,-3023.29,,3.559,,99,-2820,-3132
2025-12-03T09:48:08,-3822,-3138,4200,3018,-3012.59,,3.559,,99,-2820,-3121
2025-12-03T09:48:10,-3780,-3126,4200,3006,-3024.48,,3.56,,99,-2820,-3129
2025-12-03T09:48:12,-3780,-3126,4200,3006,-3021.17,,3.56,,99,-2820,-3129
2025-12-03T09:48:14,-3780,-3126,4200,3006,-3019.04,,3.56,,99,-2820,-3131
2025-12-03T09:48:16,-3738,-3126,4200,3006,-3021.42,,3.561,,99,-2820,-3129
2025-12-03T09:48:18,-3738,-3103,4200,2983,-3020.23,,3.561,,99,-2820,-3129
2025-12-03T09:48:20,-3738,-3103,4200,2983,-2999.09,,3.561,,99,-2820,-3111
2025-12-03T09:48:22,-3696,-3103,4200,2983,-2999.09,,3.562,,99,-2820,-3109
2025-12-03T09:48:24,-3696,-3103,4200,2983,-2999.34,,3.562,,99,-2820,-3107
2025-12-03T09:48:26,-3696,-3103,4200,2983,-3000.53,,3.562,,99,-2820,-3107
2025-12-03T09:48:28,-3696,-3103,4200,2983,-2999.34,,3.562,,99,-2820,-3109
2025-12-03T09:48:30,-3654,-3103,4200,2983,-2999.59,,3.563,,99,-2820,-3109
2025-12-03T09:48:32,-3654,-3103,4200,2983,-2998.41,,3.563,,99,-2820,-3109
2025-12-03T09:48:34,-3654,-3103,4200,2983,-2999.59,,3.563,,99,-2820,-3110
2025-12-03T09:48:36,-3612,-3103,4200,2983,-2999.85,,3.564,,99,-2820,-3111
2025-12-03T09:48:38,-3612,-3103,4200,2983,-3001.04,,3.564,,99,-2820,-3110
2025-12-03T09:48:40,-3570,-3103,4200,2983,-3000.1,,3.565,,99,-2820,-3111
2025-12-03T09:48:42,-3570,-3103,4200,2983,-3000.1,,3.565,,99,-2820,-3109
2025-12-03T09:48:44,-3570,-3103,4200,2983,-3000.1,,3.565,,99,-2820,-3111
2025-12-03T09:48:46,-3570,-3092,4200,2972,-3000.35,,3.565,,99,-2820,-3109
2025-12-03T09:48:48,-3570,-3092,4200,2972,-3001.54,,3.565,,99,-2820,-3110
2025-12-03T09:48:50,-3528,-3092,4200,2972,-2988.46,,3.566,,99,-2820,-3099
2025-12-03T09:48:52,-3570,-3092,4200,2972,-2988.46,,3.565,,99,-2820,-3095
2025-12-03T09:48:54,-3528,-3092,4200,2972,-2988.46,,3.566,,99,-2820,-3096
2025-12-03T09:48:56,-3528,-3092,4200,2972,-2988.71,,3.566,,99,-2820,-3096
2025-12-03T09:48:58,-3528,-3092,4200,2972,-2988.71,,3.566,,99,-2820,-3095
2025-12-03T09:49:00,-3486,-3092,4200,2972,-2988.71,,3.567,,99,-2820,-3095
2025-12-03T09:49:02,-3528,-3092,4200,2972,-2989.9,,3.566,,99,-2820,-3095
2025-12-03T09:49:04,-3486,-3092,4200,2972,-2988.96,,3.567,,99,-2820,-3094
2025-12-03T09:49:06,-3486,-3092,4200,2972,-2987.77,,3.567,,99,-2820,-3096
2025-12-03T09:49:08,-3486,-3092,4200,2972,-2988.96,,3.567,,99,-2820,-3095
2025-12-03T09:49:10,-3444,-3092,4200,2972,-2989.21,,3.568,,99,-2820,-3088
2025-12-03T09:49:12,-3444,-3080,4200,2960,-2978.26,,3.568,,99,-2820,-3083
2025-12-03T09:49:14,-3444,-3080,4200,2960,-2978.26,,3.568,,99,-2820,-3085
2025-12-03T09:49:16,-3444,-3080,4200,2960,-2977.07,,3.568,,99,-2820,-3085
2025-12-03T09:49:18,-3444,-3081,4200,2961,-2977.32,,3.568,,99,-2820,-3087
2025-12-03T09:49:20,-3444,-3081,4200,2961,-2978.51,,3.568,,99,-2820,-3086
2025-12-03T09:49:22,-3402,-3081,4200,2961,-2977.32,,3.569,,99,-2820,-3086
2025-12-03T09:49:24,-3402,-3081,4200,2961,-2977.32,,3.569,,99,-2820,-3085
2025-12-03T09:49:26,-3444,-3081,4200,2961,-2978.76,,3.568,,99,-2820,-3085
2025-12-03T09:49:28,-3402,-3081,4200,2961,-2979.95,,3.569,,99,-2820,-3084
2025-12-03T09:49:30,-3402,-3081,4200,2961,-2978.76,,3.569,,99,-2820,-3085
2025-12-03T09:49:32,-3402,-3081,4200,2961,-2979.01,,3.569,,99,-2820,-3083
2025-12-03T09:49:34,-3360,-3081,4200,2961,-2979.01,,3.57,,99,-2820,-3084
2025-12-03T09:49:36,-3360,-3057,4200,2937,-2980.2,,3.57,,99,-2820,-3069
2025-12-03T09:49:38,-3318,-3045,4200,2925,-2956.4,,3.571,,99,-2820,-3062
2025-12-03T09:49:40,-3360,-3046,4200,2926,-2956.65,,3.57,,99,-2820,-3061
2025-12-03T09:49:42,-3360,-3057,4200,2937,-2955.21,,3.57,,99,-2820,-3060
2025-12-03T09:49:44,-3318,-3057,4200,2937,-2957.59,,3.571,,99,-2820,-3061
2025-12-03T09:49:46,-3318,-3058,4200,2938,-2956.65,,3.571,,99,-2820,-3059
2025-12-03T09:49:48,-3276,-3058,4200,2938,-2956.65,,3.572,,99,-2820,-3062
2025-12-03T09:49:50,-3276,-3058,4200,2938,-2957.84,,3.572,,99,-2820,-3060
2025-12-03T09:49:52,-3276,-3058,4200,2938,-2956.65,,3.572,,99,-2820,-3059
2025-12-03T09:49:54,-3276,-3058,4200,2938,-2957.84,,3.572,,99,-2820,-3061
2025-12-03T09:49:56,-3276,-3058,4200,2938,-2958.09,,3.572,,99,-2820,-3062
2025-12-03T09:49:58,-3276,-3058,4200,2938,-2958.09,,3.572,,99,-2820,-3061
2025-12-03T09:50:00,-3276,-3058,4200,2938,-2956.9,,3.572,,99,-2820,-3059
2025-12-03T09:50:02,-3234,-3058,4200,2938,-2956.9,,3.573,,99,-2820,-3059
2025-12-03T09:50:04,-3234,-3058,4200,2938,-2958.34,,3.573,,99,-2820,-3062
2025-12-03T09:50:06,-3234,-3058,4200,2938,-2957.15,,3.573,,99,-2820,-3063
2025-12-03T09:50:08,-3234,-3058,4200,2938,-2957.15,,3.573,,99,-2820,-3055
2025-12-03T09:50:10,-3234,-3046,4200,2926,-2945.25,,3.573,,99,-2820,-3049
2025-12-03T09:50:12,-3192,-3046,4200,2926,-2945.25,,3.574,,99,-2820,-3050
2025-12-03T09:50:14,-3192,-3046,4200,2926,-2945.25,,3.574,,99,-2820,-3050
2025-12-03T09:50:16,-3192,-3046,4200,2926,-2945.25,,3.574,,99,-2820,-3047
2025-12-03T09:50:18,-3192,-3023,4200,2903,-2945.25,,3.574,,99,-2820,-3049
2025-12-03T09:50:20,-3192,-3023,4200,2903,-2945.5,,3.574,,99,-2820,-3035
2025-12-03T09:50:22,-3150,-3023,4200,2903,-2922.89,,3.575,,99,-2820,-3031
2025-12-03T09:50:24,-3150,-3023,4200,2903,-2922.89,,3.575,,99,-2820,-3027
2025-12-03T09:50:26,-3150,-3023,4200,2903,-2924.08,,3.575,,99,-2820,-3027
2025-12-03T09:50:28,-3150,-3023,4200,2903,-2922.89,,3.575,,99,-2820,-3026
2025-12-03T09:50:30,-3108,-3023,4200,2903,-2923.13,,3.576,,99,-2820,-3026
2025-12-03T09:50:32,-3108,-3023,4200,2903,-2924.32,,3.576,,99,-2820,-3030
2025-12-03T09:50:34,-3108,-3023,4200,2903,-2924.32,,3.576,,99,-2820,-3027
2025-12-03T09:50:36,-3108,-3023,4200,2903,-2923.13,,3.576,,99,-2820,-3026
2025-12-03T09:50:38,-3108,-3023,4200,2903,-2925.76,,3.576,,99,-2820,-3026
2025-12-03T09:50:40,-3066,-3011,4200,2891,-2924.57,,3.577,,99,-2820,-3021
2025-12-03T09:50:42,-3108,-3011,4200,2891,-2912.66,,3.576,,99,-2820,-3015
2025-12-03T09:50:44,-3066,-3011,4200,2891,-2912.66,,3.577,,99,-2820,-3015
2025-12-03T09:50:46,-3066,-3011,4200,2891,-2912.66,,3.577,,99,-2820,-3016
2025-12-03T09:50:48,-3066,-3011,4200,2891,-2911.47,,3.577,,99,-2820,-3013
2025-12-03T09:50:50,-3066,-3011,4200,2891,-2913.85,,3.577,,99,-2820,-3017
2025-12-03T09:50:52,-3024,-3011,4200,2891,-2910.28,,3.578,,99,-2820,-3015
2025-12-03T09:50:54,-3024,-3011,4200,2891,-2912.91,,3.578,,99,-2820,-3017
2025-12-03T09:50:56,-3024,-3011,4200,2891,-2912.91,,3.578,,99,-2820,-3018
2025-12-03T09:50:58,-3024,-3011,4200,2891,-2912.91,,3.578,,99,-2820,-3016
2025-12-03T09:51:00,-3024,-3011,4200,2891,-2912.91,,3.578,,99,-2820,-3017
2025-12-03T09:51:02,-2982,-3012,4200,2892,-2913.15,,3.579,,99,-2820,-3016
2025-12-03T09:51:04,-2982,-3012,4200,2892,-2913.15,,3.579,,99,-2820,-3016
2025-12-03T09:51:06,-2982,-3012,4200,2892,-2914.34,,3.579,,99,-2820,-3017
2025-12-03T09:51:08,-2940,-3012,4200,2892,-2913.15,,3.58,,99,-2820,-3016
2025-12-03T09:51:10,-2940,-3012,4200,2892,-2913.4,,3.58,,99,-2820,-3016
2025-12-03T09:51:12,-2940,-3000,4200,2880,-2913.4,,3.58,,99,-2820,-3013
2025-12-03T09:51:14,-2940,-3000,4200,2880,-2901.49,,3.58,,99,-2820,-3004
2025-12-03T09:51:16,-2940,-3000,4200,2880,-2901.49,,3.58,,99,-2820,-3004
2025-12-03T09:51:18,-2940,-3000,4200,2880,-2900.3,,3.58,,99,-2820,-3003
2025-12-03T09:51:20,-2940,-3000,4200,2880,-2901.49,,3.58,,99,-2820,-3005
2025-12-03T09:51:22,-2898,-3000,4200,2880,-2901.49,,3.581,,99,-2820,-3003
2025-12-03T09:51:24,-2898,-3000,4200,2880,-2901.49,,3.581,,99,-2820,-3003
2025-12-03T09:51:26,-2898,-3000,4200,2880,-2900.3,,3.581,,99,-2820,-3005
2025-12-03T09:51:28,-2898,-3000,4200,2880,-2901.74,,3.581,,99,-2820,-3004
2025-12-03T09:51:30,-2898,-3000,4200,2880,-2901.74,,3.581,,99,-2820,-3004
2025-12-03T09:51:32,-2856,-3000,4200,2880,-2902.93,,3.582,,99,-2820,-3002
2025-12-03T09:51:34,-2856,-3000,4200,2880,-2901.74,,3.582,,99,-2820,-3005
2025-12-03T09:51:36,-2856,-3001,4200,2881,-2901.98,,3.582,,99,-2820,-3006
2025-12-03T09:51:38,-2856,-3001,4200,2881,-2901.98,,3.582,,99,-2820,-3005
2025-12-03T09:51:40,-2856,-3001,4200,2881,-2901.98,,3.582,,99,-2820,-3004
2025-12-03T09:51:42,-2814,-3001,4200,2881,-2901.98,,3.583,,99,-2820,-3006
2025-12-03T09:51:44,-2814,-2977,4200,2857,-2902.22,,3.583,,99,-2820,-2997
2025-12-03T09:51:46,-2814,-2977,4200,2857,-2879.6,,3.583,,99,-2820,-2984
2025-12-03T09:51:48,-2772,-2977,4200,2857,-2879.6,,3.584,,99,-2820,-2983
2025-12-03T09:51:50,-2772,-2977,4200,2857,-2879.84,,3.584,,99,-2820,-2982
2025-12-03T09:51:52,-2772,-2965,4200,2845,-2879.84,,3.584,,99,-2820,-2982
2025-12-03T09:51:54,-2772,-2965,4200,2845,-2869.12,,3.584,,99,-2820,-2973
2025-12-03T09:51:56,-2730,-2965,4200,2845,-2869.12,,3.585,,99,-2820,-2971
2025-12-03T09:51:58,-2730,-2965,4200,2845,-2869.12,,3.585,,99,-2820,-2970
2025-12-03T09:52:00,-2730,-2965,4200,2845,-2869.12,,3.585,,99,-2820,-2971
2025-12-03T09:52:02,-2730,-2965,4200,2845,-2869.12,,3.585,,99,-2820,-2969
2025-12-03T09:52:04,-2730,-2965,4200,2845,-2869.12,,3.585,,99,-2820,-2971
2025-12-03T09:52:06,-2688,-2966,4200,2846,-2869.36,,3.586,,99,-2820,-2969
2025-12-03T09:52:08,-2688,-2966,4200,2846,-2869.36,,3.586,,99,-2820,-2970
2025-12-03T09:52:10,-2688,-2966,4200,2846,-2869.36,,3.586,,99,-2820,-2971
2025-12-03T09:52:12,-2688,-2966,4200,2846,-2869.36,,3.586,,99,-2820,-2968
2025-12-03T09:52:14,-2646,-2966,4200,2846,-2869.6,,3.587,,99,-2820,-2968
2025-12-03T09:52:16,-2646,-2966,4200,2846,-2869.6,,3.587,,99,-2820,-2968
2025-12-03T09:52:18,-2646,-2966,4200,2846,-2869.6,,3.587,,99,-2820,-2971
2025-12-03T09:52:20,-2646,-2966,4200,2846,-2868.41,,3.587,,99,-2820,-2966
2025-12-03T09:52:22,-2604,-2954,4200,2834,-2869.84,,3.588,,99,-2820,-2966
2025-12-03T09:52:24,-2646,-2954,4200,2834,-2841.25,,3.587,,99,-2820,-2942
2025-12-03T09:52:26,-2646,-2954,4200,2834,-2856.5,,3.587,,99,-2820,-2957
2025-12-03T09:52:28,-2646,-2954,4200,2834,-2857.69,,3.587,,99,-2820,-2956
2025-12-03T09:52:30,-2604,-2954,4200,2834,-2857.69,,3.588,,99,-2820,-2957
2025-12-03T09:52:32,-2604,-2954,4200,2834,-2842.2,,3.588,,99,-2820,-2943
2025-12-03T09:52:34,-2604,-2954,4200,2834,-2842.2,,3.588,,99,-2820,-2943
2025-12-03T09:52:36,-2604,-2954,4200,2834,-2842.2,,3.588,,99,-2820,-2941
2025-12-03T09:52:38,-2604,-2954,4200,2834,-2842.2,,3.588,,99,-2820,-2943
2025-12-03T09:52:40,-2604,-2954,4200,2834,-2842.2,,3.588,,99,-2820,-2943
2025-12-03T09:52:42,-2604,-2954,4200,2834,-2839.82,,3.588,,99,-2820,-2941
2025-12-03T09:52:44,-2604,-2954,4200,2834,-2841.01,,3.588,,99,-2820,-2941
2025-12-03T09:52:46,-2562,-2954,4200,2834,-2838.63,,3.589,,99,-2820,-2940
2025-12-03T09:52:48,-2562,-2942,4200,2822,-2814.81,,3.589,,99,-2820,-2905
2025-12-03T09:52:50,-2604,-2954,4200,2834,-2823.86,,3.588,,99,-2820,-2918
2025-12-03T09:52:52,-2604,-2954,4200,2834,-2840.77,,3.588,,99,-2820,-2935
2025-12-03T09:52:54,-2604,-2954,4200,2834,-2841.01,,3.588,,99,-2820,-2942
2025-12-03T09:52:56,-2562,-2954,4200,2834,-2841.01,,3.589,,99,-2820,-2941
2025-12-03T09:52:58,-2562,-2955,4200,2835,-2825.76,,3.589,,99,-2820,-2908
2025-12-03T09:53:00,-2562,-2954,4200,2834,-2822.91,,3.589,,99,-2820,-2918
2025-12-03T09:53:02,-2562,-2931,4200,2811,-2801.47,,3.589,,99,-2820,-2902
2025-12-03T09:53:04,-2562,-2931,4200,2811,-2803.61,,3.589,,99,-2820,-2918
2025-12-03T09:53:06,-2562,-2943,4200,2823,-2821.72,,3.589,,99,-2820,-2903
2025-12-03T09:53:08,-2562,-2931,4200,2811,-2802.42,,3.589,,99,-2820,-2919
2025-12-03T09:53:10,-2562,-2931,4200,2811,-2800.28,,3.589,,99,-2820,-2907
2025-12-03T09:53:12,-2562,-2954,4200,2834,-2823.86,,3.589,,99,-2820,-2919
2025-12-03T09:53:14,-2562,-2919,4200,2799,-2822.91,,3.589,,99,-2820,-2907
2025-12-03T09:53:16,-2562,-2919,4200,2799,-2789.32,,3.589,,99,-2820,-2904
